"","estimate","X2.5.","X97.5.","margpp","beta"
"CREB3",-8.47671770447318e-05,0,0,0.00634122705446948,-0.000149168866402287
"CREB3L1",0,0,0,8.95986575940225e-06,0
"CREB3L4",0,0,0,2.64664280474273e-05,0
"CREM",0,0,0,0.000100257652623542,0
"CTCF",0.000188447776458944,0,0,0.000622164821298894,0
"CTCFL",0,0,0,2.3434175703907e-06,0
"CUX1",0,0,0,0.000109121240761961,0
"CUX2",0,0,0,3.57579997623692e-05,0
"DBP",0,0,0,1.56720574495777e-05,0
"DLX1",0,0,0,0.000326824430761372,0
"DLX6",0,0,0,1.05638625045104e-05,0
"DMRT3",0,0,0,5.82598458359155e-05,0
"DMRTA1",0,0,0,0.000192098458005147,0
"DMRTA2",0,0,0,2.56558298230018e-05,0
"DMRTC2",0,0,0,5.00047001867979e-06,0
"DPRX",0,0,0,9.31754826309621e-05,0
"DRGX",0,0,0,3.08585356491606e-06,0
"DUX4",0,0,0,6.104411221391e-06,0
"DUXA",0,0,0,0.000918500815904491,0
"E2F1",0,0,0,5.58724928514737e-05,0
"E2F2",0.210156630090758,0.145465912096738,0.290361092973237,0.999985869161623,0.210719343257297
"E2F3",-0.00044707835418666,0,0,0.00655978551321468,-0.00125215630990867
"E2F4",0.293274574754978,0,0.410189970771605,0.982898143994028,0.294810729119183
"E2F6",0,0,0,3.46279296602831e-05,0
"E2F7",0,0,0,4.77391657587898e-05,0
"E2F8",0,0,0,0.000286265798470639,8.67593427676685e-05
"EBF1",0,0,0,2.92395801362418e-05,0
"EBF3",0,0,0,1.19380647265272e-05,0
"EGR1",0,0,0,3.36053956262499e-06,0
"EGR2",0,0,0,3.17404306062887e-06,0
"EGR3",0,0,0,4.49634241172377e-06,0
"EGR4",0,0,0,2.02811593997845e-05,0
"EHF",0,0,0,5.46581766546917e-05,0
"ELF1",0,0,0,6.64174607147921e-05,0
"ELF2",0,0,0,6.82232416344069e-05,0
"ELF3",-5.30088594159954e-06,0,0,0.00306697427086616,0
"ELF4",0,0,0,1.79786671754201e-05,0
"ELK1",0,0,0,7.81651251769311e-06,0
"ELK3",0,0,0,1.84807107638981e-05,0
"ELK4",0,0,0,7.19327130572568e-05,0
"EMX1",0,0,0,5.99191642434387e-06,0
"EMX2",0,0,0,1.49464063261221e-05,0
"EN1",0,0,0,3.80791807106498e-05,0
"EN2",0,0,0,0.000111351004437514,0
"EOMES",-6.8945954435037e-06,0,0,0.00068432975079819,0
"EPAS1",0,0,0,8.35988860502722e-05,0
"ERF",6.96068618942722e-05,0,0,0.00349077880636741,0.000131510142283399
"ESR1",0,0,0,1.27457086092624e-05,0
"ESR2",0,0,0,1.98671235555586e-05,0
"ESRRA",0,0,0,8.97596362730978e-06,0
"ESRRB",0,0,0,7.96100768869475e-06,0
"ESX1",0,0,0,0.000117820615204433,0
"ETS1",0,0,0,0.000185783484738509,0
"ETS2",0,0,0,3.47583146661841e-05,0
"ETV1",0,0,0,9.14324226117259e-05,0
"ETV2",-9.40570693876901e-05,0,0,0.00386057214681815,-0.000170835225401027
"ETV3",-0.000153962119118002,0,0,0.00261084029911075,-0.000500065837979609
"ETV4",0,0,0,2.17450934946679e-05,0
"ETV5",0,0,0,3.0503345659611e-05,0
"ETV6",0,0,0,1.04776001573002e-05,0
"ETV7",0,0,0,4.07509732358474e-06,0
"EVX1",0,0,0,4.40583337779333e-06,0
"EVX2",0,0,0,2.56774806689328e-06,0
"FERD3L",0,0,0,3.78595628498834e-06,0
"FEV",3.06615972250621e-05,0,0,0.000649400876819692,0
"FEZF2",0,0,0,0.000236774206860401,0
"FIGLA",0,0,0,0.000120126608075838,0
"FLI1",0.0696453625727546,0,0.125061942672547,0.745378500788585,0.0682339375974097
"FOS",0,0,0,2.30844843111555e-05,0
"FOSL1",0,0,0,1.19220440046935e-05,0
"FOSL2",-0.000644828408251974,0,0,0.00605144663825809,-0.000516714646843651
"FOXA1",0,0,0,4.3385121551333e-05,0
"FOXA2",0.000856713341310162,0,0,0.0283625922554827,0.000773418545525054
"FOXA3",0.00600188052404759,0,0.0978516998799648,0.0548020419007857,0.00563389983523765
"FOXB1",0,0,0,6.08291357035155e-06,0
"FOXC1",0,0,0,1.13904042774175e-05,0
"FOXC2",0,0,0,1.79177442517969e-05,0
"FOXD1",0,0,0,6.90603583705607e-05,0
"FOXD2",0,0,0,0.000408360846024597,0
"FOXD3",0,0,0,9.16251145892547e-06,0
"FOXE1",0,0,0,4.69812573016062e-05,0
"FOXF2",0,0,0,1.17551634629361e-05,0
"FOXG1",0,0,0,3.47651865076675e-05,0
"FOXH1",0,0,0,5.81508403350724e-05,0
"FOXI1",0,0,0,0.000120162294130374,0
"FOXK1",0.152533281348943,0,0.32401032578037,0.629375761405649,0.155190158942891
"FOXK2",1.33848888278979e-05,0,0,0.00163033060814888,0
"FOXL1",0,0,0,1.93267490550918e-05,0
"FOXN3",0.00102109705770746,0,0,0.0130893352503352,0.00147796234507544
"FOXO4",0,0,0,1.36225798383283e-05,0
"FOXO6",-0.040609943036802,-0.193043545423662,0,0.222019209172723,-0.0399456145780787
"FOXP1",0,0,0,1.07700736156459e-05,0
"FOXP2",0,0,0,8.2616497432703e-05,0
"FOXP3",0,0,0,0.000395129571393769,0
"FOXP4",0,0,0,5.12270717041803e-05,0
"FOXS1",0,0,0,5.40171415467853e-06,0
"GABPA",0,0,0,1.50282844529576e-05,0
"GATA1",0,0,0,5.17967403894541e-05,0
"GATA2",0,0,0,0.000189138678739783,0
"GATA4",0,0,0,2.77418128775929e-06,0
"GATA5",0,0,0,2.6854303151311e-06,0
"GATA6",0,0,0,8.37717445161722e-06,0
"GBX1",0,0,0,3.22999115923853e-06,0
"GBX2",0,0,0,4.23761459206967e-06,0
"GCM1",0,0,0,9.97806807423555e-06,0
"GCM2",0,0,0,0.000302599188651162,0
"GFI1",0,0,0,0.000106309394465424,0
"GLI3",0,0,0,1.12342908234461e-05,0
"GLIS1",0,0,0,8.1333918335641e-06,0
"GLIS2",0,0,0,2.36457381012532e-05,0
"GLIS3",0,0,0,1.46935082992612e-05,0
"GMEB2",0,0,0,2.9388204672513e-05,0
"GRHL1",0,0,0,8.55218584729092e-05,0
"GRHL2",0,0,0,0.000122815284291921,0
"GSC",0,0,0,0.000326496673859632,0
"GSC2",0,0,0,0.000924637546610647,0
"GSX1",0,0,0,2.3395057434454e-05,0
"GSX2",0,0,0,2.44300368496202e-06,0
"HAND2",0,0,0,6.63003486885518e-06,0
"HES1",-0.000196805681289191,0,0,0.00396701362226834,-0.000263850060481769
"HES2",0,0,0,2.53504994312416e-05,0
"HES5",0,0,0,1.57381859978657e-05,0
"HES6",0,0,0,0.00027047530126193,0
"HES7",2.72960766251834e-05,0,0,0.00287364974396845,0.000144611924950914
"HESX1",0,0,0,1.37609006949e-05,0
"HEY1",0,0,0,6.68158125939831e-06,0
"HEY2",0,0,0,4.96173529300455e-05,0
"HIC2",0.000672798666456734,0,0,0.0143102570074941,0.000672498061230822
"HIF1A",0,0,0,1.29496184704549e-05,0
"HINFP",0,0,0,0.000112523409030445,0
"HLF",0,0,0,1.00250422885773e-05,0
"HMBOX1",0,0,0,6.70090937102778e-05,0
"HNF1A",2.96643501942368e-05,0,0,0.00134468895214012,9.37950363067788e-05
"HNF1B",0,0,0,7.86554235120285e-06,0
"HNF4A",0,0,0,0.000602169192705498,0
"HNF4G",0,0,0,0.000125788923092847,0
"HOXA1",0,0,0,0.00270214127372139,0
"HOXA10",0,0,0,5.57469552623279e-05,0
"HOXA2",0,0,0,1.17144989064711e-05,0
"HOXA3",0,0,0,4.98290252698589e-06,0
"HOXA4",0,0,0,2.66021039219761e-06,0
"HOXA5",0,0,0,3.55673793486793e-05,0
"HOXA6",0,0,0,7.45170463596471e-06,0
"HOXA7",0,0,0,2.34484484363978e-05,0
"HOXA9",0,0,0,5.52607165267004e-05,0
"HOXB1",0,0,0,3.82355176063822e-06,0
"HOXB13",0,0,0,1.5260215197117e-05,0
"HOXB2",0,0,0,3.12147370677025e-06,0
"HOXB3",0,0,0,3.5470816930754e-05,0
"HOXB4",0,0,0,2.48481699382026e-05,0
"HOXB5",0,0,0,7.38072876839708e-06,0
"HOXB6",0,0,0,4.04001851338701e-06,0
"HOXB7",0,0,0,1.09570898054772e-05,0
"HOXB8",0,0,0,4.5878236901981e-06,0
"HOXB9",0,0,0,3.87374334270586e-06,0
"HOXC10",0,0,0,3.09613153582591e-06,0
"HOXC11",0,0,0,3.60999342585531e-06,0
"HOXC12",0,0,0,7.42661258331152e-06,0
"HOXC13",0,0,0,6.54807689174388e-06,0
"HOXC4",0,0,0,6.33648724019861e-06,0
"HOXC8",0,0,0,0.000435684097088257,0
"HOXC9",0,0,0,4.10680956382412e-06,0
"HOXD10",0,0,0,4.82725093564973e-05,0
"HOXD11",0,0,0,2.74772175522119e-05,0
"HOXD12",0,0,0,5.0957929378937e-06,0
"HOXD3",0,0,0,5.28513828852919e-05,0
"HOXD4",0,0,0,4.96063059002884e-05,0
"HOXD8",0,0,0,9.45037262868534e-06,0
"HOXD9",0,0,0,4.55538521750509e-05,0
"HSF1",0,0,0,1.7302462227858e-05,0
"HSF2",0,0,0,1.4164776848077e-05,0
"HSF4",-0.130214567476264,-0.223582795610444,0,0.865960533412784,-0.131115657371719
"IKZF1",0,0,0,0.000127406751253072,0
"IKZF2",0,0,0,6.50809071411576e-06,0
"INSM1",0,0,0,0.000309987888027993,0
"IRF2",0,0,0,8.42865495927434e-06,0
"IRF3",0,0,0,2.46630829909312e-05,0
"IRF4",0.0943922587962357,0,0.168628907950811,0.860026256792513,0.0950321953820355
"IRF5",-0.000549713584534749,0,0,0.0162134723513527,-0.000798476003416285
"IRF6",0,0,0,2.20961066891667e-05,0
"IRF7",-0.000125414592617327,0,0,0.00301338047242548,-5.43633182417711e-05
"IRF8",0,0,0,0.000273717363756648,0
"IRF9",0,0,0,9.15246226419923e-05,0
"ISL2",4.93653806351362e-05,0,0,0.0054615251618809,0
"ISX",0,0,0,7.20187423482255e-06,0
"JDP2",0,0,0,5.00705791665581e-06,0
"JUN",0,0,0,2.74411025809122e-05,0
"JUNB",0,0,0,0.000731057377100156,0
"JUND",0,0,0,0.000548076366272808,0
"KLF1",0,0,0,1.36787737383412e-05,0
"KLF10",0,0,0,4.33551807635772e-06,0
"KLF11",0,0,0,5.50171844512803e-06,0
"KLF12",0,0,0,7.02550452705118e-06,0
"KLF13",0,0,0,3.72791768004708e-05,0
"KLF14",0,0,0,8.28857125512454e-05,0
"KLF15",0,0,0,3.18035583565052e-05,0
"KLF16",0,0,0,8.31476460372234e-05,0
"KLF17",0,0,0,4.23176116593763e-06,0
"KLF2",0,0,0,4.99319620917748e-06,0
"KLF3",0,0,0,3.064967493191e-05,0
"KLF4",0,0,0,0.000107556155581666,0
"KLF5",0,0,0,0.000134435028240586,0
"KLF6",0,0,0,2.43888873539887e-05,0
"KLF7",0,0,0,8.9859449305855e-05,0
"KLF9",0,0,0,0.000244474952906643,0
"LBX1",0,0,0,4.30582440615592e-05,0
"LBX2",0,0,0,2.08235013409387e-05,0
"LHX2",0,0,0,4.95094734550122e-06,0
"LHX5",0,0,0,1.88396972598908e-05,0
"LHX6",0,0,0,0.000159668035721329,0
"LHX9",0,0,0,8.55852357092405e-06,0
"LIN54",0,0,0,8.65148868020379e-06,0
"LMX1A",0,0,0,8.69348684767676e-06,0
"LMX1B",0,0,0,7.03193034751904e-06,0
"MAF",0,0,0,2.9536218569193e-05,0
"MAFA",0,0,0,1.26663138989666e-05,0
"MAFF",0,0,0,2.40374686897364e-05,0
"MAFK",0,0,0,3.57490421759743e-05,0
"MAX",-0.250307143469955,-0.357579915412162,0,0.952804463503946,-0.252209101944074
"MAZ",0,0,0,1.44768450894863e-05,0
"MEF2A",0,0,0,1.78087953092668e-05,0
"MEF2B",0,0,0,1.57858803075156e-05,0
"MEF2C",0,0,0,5.52913333199446e-06,0
"MEF2D",0,0,0,0.000724173100949023,0
"MEIS1",0,0,0,0.00126383870441743,0
"MEIS2",0,0,0,2.08093695247265e-05,0
"MEIS3",0,0,0,0.000429619603093304,0
"MEOX1",-0.0620368351737368,-0.172785959434615,0,0.465382732259925,-0.0616932556660639
"MEOX2",0,0,0,4.40986248272285e-06,0
"MGA",0,0,0,2.40792458937323e-05,0
"MITF",0,0,0,7.3118874274878e-06,0
"MIXL1",0,0,0,7.31799278142489e-06,0
"MLX",0,0,0,2.06937718830951e-05,0
"MLXIPL",0,0,0,0.00045933145786822,0
"MNT",0,0,0,0.000120260582694478,0
"MNX1",0,0,0,3.96882676019835e-05,0
"MSANTD3",0,0,0,0.000604017169979465,0
"MSC",0,0,0,3.92562872869386e-05,0
"MSX1",-0.0292368243702874,-0.135242990160692,0,0.34518416307508,-0.0281876604549713
"MSX2",-0.0812919878627184,-0.140004543992864,0,0.703048019545603,-0.0811437982039619
"MTF1",0,0,0,0.000393258435907097,0
"MXI1",0.000551882333084878,0,0,0.00694455938319192,0.000495717915456356
"MYB",0,0,0,2.08277961213101e-05,0
"MYBL1",0,0,0,5.84881472795261e-06,0
"MYBL2",0,0,0,2.09586910166961e-05,0
"MYC",0.0332789577673977,0,0.1190788845631,0.419189583077303,0.0331724112079054
"MYCN",0,0,0,7.85387223630698e-05,0
"MYF5",0,0,0,6.47120305598639e-06,0
"MYF6",0,0,0,2.91623085181701e-06,0
"MYOD1",-8.95549872106973e-05,0,0,0.00260175786070311,0
"MYOG",-0.000405084179823637,0,0,0.0159576536595575,-0.000530934858544662
"MZF1",0,0,0,0.00207076785199647,0
"NEUROD1",0,0,0,5.62427796815244e-06,0
"NEUROG1",0,0,0,2.65596646436467e-06,0
"NEUROG2",0,0,0,7.91803619134091e-06,0
"NFATC3",0,0,0,2.81623250947516e-05,0
"NFATC4",0,0,0,1.13132207962906e-05,0
"NFE2",0,0,0,0.000242007449762709,0
"NFIA",0,0,0,5.50209477777104e-06,0
"NFIB",0,0,0,1.71370811446462e-05,0
"NFIC",0,0,0,2.93516394774658e-05,0
"NFIL3",0,0,0,4.78747344427222e-06,0
"NFIX",0,0,0,7.76046203388227e-06,0
"NFKB1",0,0,0,1.68508583805871e-05,0
"NFKB2",0,0,0,8.55227926766791e-06,0
"NFYA",0,0,0,5.76211882411e-05,0
"NFYB",0,0,0,2.67848882171936e-05,0
"NFYC",0,0,0,4.91747189532387e-05,0
"NHLH1",0,0,0,6.54536518076652e-06,0
"NHLH2",0,0,0,4.91781937840694e-06,0
"NKX2-2",0,0,0,5.80223779403263e-06,0
"NKX2-3",0,0,0,3.04875901625599e-06,0
"NKX2-4",0,0,0,9.60248683071976e-06,0
"NKX2-5",0,0,0,8.76917214606184e-06,0
"NKX2-8",0,0,0,1.00508149431984e-05,0
"NKX6-1",0,0,0,3.28204937965171e-05,0
"NKX6-2",0,0,0,3.19639085925756e-06,0
"NKX6-3",0,0,0,1.31711489892644e-05,0
"NOTO",0,0,0,4.05501233462708e-06,0
"NR1D1",0,0,0,8.45661082953768e-06,0
"NR1D2",-0.000744717711374838,0,0,0.0238232294514085,-0.000395096237572362
"NR1I2",0,0,0,1.39269307203913e-05,0
"NR1I3",0,0,0,5.68584506147994e-05,0
"NR2C1",0.159880989789835,0,0.327031893815463,0.765107099281585,0.162691153957416
"NR2C2",0,0,0,4.84612419955034e-05,0
"NR2F1",0,0,0,4.89384974406249e-06,0
"NR2F2",0,0,0,6.56330420907928e-06,0
"NR2F6",0,0,0,0.000392976365577595,0
"NR3C1",0,0,0,1.10736314108944e-05,0
"NR3C2",0,0,0,3.82125850018015e-05,0
"NR4A1",0,0,0,3.58369923074709e-05,0
"NR4A2",-5.42557411495983e-06,0,0,0.000346283357315117,0
"NR5A1",0,0,0,1.5943683456303e-05,0
"NR6A1",6.95101308577378e-05,0,0,0.00330997634626039,0
"NRL",0,0,0,1.41183591196162e-05,0
"OLIG1",0,0,0,0.000151034065026406,0
"OLIG2",0,0,0,5.02545756089114e-06,0
"OLIG3",0,0,0,2.33547732609436e-06,0
"ONECUT1",0,0,0,2.69939309074872e-05,0
"ONECUT2",3.13601880999687e-05,0,0,0.00247509359749649,0
"ONECUT3",0,0,0,0.000151150539329294,0
"OSR1",0,0,0,4.08845945242958e-06,0
"OSR2",0,0,0,7.96917885645741e-06,0
"OTX1",0,0,0,6.48034985600616e-06,0
"OTX2",0,0,0,2.27998554094635e-05,0
"OVOL1",-1.62834086061204e-05,0,0,0.000466869289246525,0
"OVOL2",0,0,0,7.10886343129028e-05,0
"PATZ1",0.0966741323077343,0,0.302786658786438,0.370367956636818,0.0953134244287935
"PAX1",0,0,0,3.05019775937571e-06,0
"PAX2",0,0,0,0.00161007362084276,0
"PAX3",0,0,0,5.36776120838796e-06,0
"PAX4",0,0,0,0.000351465751500512,0
"PAX5",0.0061451342337274,0,0.106947246617665,0.0606897717709052,0.00661610784109894
"PAX6",0,0,0,4.33317752599957e-06,0
"PAX8",0,0,0,1.70882093390219e-05,0
"PAX9",0,0,0,5.37220603841482e-06,0
"PBX1",-2.29129900786609e-05,0,0,0.00228711929154418,0
"PBX2",-0.000980434628729819,0,0,0.0161994602048056,-0.00114937906517123
"PBX3",0,0,0,8.3483302823068e-05,0
"PDX1",0,0,0,1.09789805090964e-05,0
"PGR",0,0,0,2.56291269070487e-06,0
"PHOX2A",0,0,0,8.90859992731116e-05,0
"PHOX2B",0,0,0,8.17436333261479e-06,0
"PITX1",0,0,0,1.12905464860056e-05,0
"PITX2",0,0,0,2.77708923926878e-05,0
"PITX3",0,0,0,2.522579821465e-05,0
"PKNOX1",0,0,0,0.000139256419242006,0
"PKNOX2",0,0,0,1.42125308581008e-05,0
"PLAG1",0,0,0,1.09836531094494e-05,0
"PLAGL2",0,0,0,3.21154151968739e-05,0
"POU1F1",0,0,0,4.07525135588905e-06,0
"POU2F1",0.0331249084873814,0,0.345088329486847,0.044918053600945,0.0300485562068981
"POU2F2",0,0,0,2.58369208416759e-05,0
"POU2F3",0,0,0,3.39099515045892e-05,0
"POU3F1",0,0,0,2.60172200768119e-05,0
"POU3F2",0,0,0,1.09272698048072e-05,0
"POU3F3",0,0,0,1.21728813557572e-05,0
"POU3F4",0,0,0,2.07001267897795e-06,0
"POU4F1",0,0,0,4.71306299946419e-06,0
"POU4F3",0,0,0,3.12897665475032e-06,0
"POU5F1",0,0,0,5.95439617551547e-05,0
"POU5F1B",0,0,0,0.000102955237706157,0
"POU6F1",0,0,0,5.99936944760608e-05,0
"POU6F2",0,0,0,4.5695284760611e-06,0
"PPARD",0,0,0,7.14271990767791e-05,0
"PPARG",0,0,0,7.53759517890968e-06,0
"PRDM1",0,0,0,7.79809666247076e-05,0
"PRDM9",0,0,0,6.59641863298601e-06,0
"PROP1",0,0,0,3.19557914859847e-05,0
"PROX1",0,0,0,2.60655844926414e-05,0
"PRRX1",0,0,0,1.93313892808419e-05,0
"PRRX2",-1.19354480804353e-05,0,0,0.000454019574425337,0
"RARA",-0.1098440036508,-0.242252219181058,0,0.574360969353769,-0.1105537130796
"RARB",0,0,0,1.15555922695494e-05,0
"RARG",-0.000156072280483635,0,0,0.00360051239161292,-0.000167896227996932
"RAX",0,0,0,0.000112279674604753,0
"RAX2",0,0,0,3.0586060709555e-05,0
"RBPJ",0,0,0,2.00541398203838e-05,0
"REL",0,0,0,2.81017861099767e-05,0
"RELA",0,0,0,0.00017303582886451,0
"RELB",0,0,0,4.36234433364538e-05,0
"REST",-3.23030785792155e-05,0,0,0.00175777045054794,0
"RFX1",0,0,0,2.52090399353718e-05,0
"RFX2",0,0,0,0.000857183291646971,9.66048876715643e-05
"RFX3",0,0,0,0.000158027822925596,0
"RFX4",0,0,0,3.37413861886341e-06,0
"RFX5",0,0,0,1.72147000592115e-05,0
"RFX7",0,0,0,0.000146084799068669,0
"RHOXF1",0,0,0,4.04061332177904e-05,0
"RORA",-2.00851999639262e-05,0,0,0.00226113243225814,-7.62070745665091e-05
"RORB",0,0,0,3.153422659054e-06,0
"RORC",-8.85589216145853e-05,0,0,0.00174908058271777,0
"RREB1",0,0,0,1.32317723582436e-05,0
"RUNX2",0,0,0,4.98119845678876e-06,0
"RUNX3",0,0,0,0.000120788332008007,0
"RXRB",-0.000136635500663042,0,0,0.00348134891848524,-0.000213913838663283
"RXRG",0,0,0,1.12297238644286e-05,0
"SATB1",0,0,0,5.44402505474582e-06,0
"SCRT1",0,0,0,0.000127124926051511,0
"SCRT2",0,0,0,4.72092303975069e-06,0
"SHOX",0,0,0,1.37133550164222e-05,0
"SIX1",0,0,0,1.19107715465574e-05,0
"SIX2",0,0,0,3.61877862069444e-06,0
"SMAD2",0,0,0,9.68738543220057e-06,0
"SMAD3",0,0,0,2.40646724365848e-05,0
"SMAD5",0.000957042647575056,0,0,0.0162159057593334,0.000773544519568617
"SNAI1",2.96521693973455e-05,0,0,0.000743843243125505,0
"SNAI2",0,0,0,1.09839215735979e-05,0
"SNAI3",0,0,0,5.36838230261295e-06,0
"SOHLH2",0,0,0,5.25042840445011e-05,0
"SOX10",0,0,0,1.2240548688562e-05,0
"SOX12",0.00173859970451108,0,0,0.0266944414241,0.00157924979064177
"SOX13",0,0,0,5.83228338862004e-05,0
"SOX14",0,0,0,3.0044208147071e-06,0
"SOX15",0,0,0,7.49952066543294e-06,0
"SOX18",0,0,0,4.80586112775545e-06,0
"SOX2",0,0,0,3.98165394181365e-06,0
"SOX21",0,0,0,4.54024365891791e-06,0
"SOX4",0,0,0,6.29584144121202e-05,0
"SOX8",0,0,0,4.28013560395525e-06,0
"SOX9",0,0,0,8.15902849566817e-05,0
"SP1",0,0,0,3.32771541823353e-05,0
"SP2",0,0,0,7.89134156319311e-05,0
"SP3",0,0,0,0.000261272046983576,0
"SP4",0,0,0,0.000295610144244244,0
"SP5",0,0,0,1.95246101025841e-05,0
"SP8",0,0,0,2.92388589994602e-05,0
"SP9",0,0,0,1.59507359424e-05,0
"SPDEF",-6.26232345169329e-05,0,0,0.00153262699208659,0
"SPIB",0,0,0,0.000222243207440478,0
"SPIC",0,0,0,1.35634143936545e-05,0
"SREBF1",0,0,0,8.64965740936956e-05,0
"SREBF2",0.00150942375689317,0,0,0.0231615192086551,0.00142220425580862
"SRF",0,0,0,9.03443684469707e-06,0
"SRY",0,0,0,1.6174816149188e-05,0
"STAT1",-0.000303236488680289,0,0,0.00785422241799732,-0.00016731784591991
"STAT3",-0.00136176446467442,0,0,0.0292861783821429,-0.00196671823423299
"TBP",0,0,0,7.23696006929345e-06,0
"TBR1",0,0,0,2.61253426995672e-06,0
"TBX1",0,0,0,5.30628018779195e-06,0
"TBX15",0,0,0,3.9382947495707e-06,0
"TBX18",0,0,0,1.29226547753607e-05,0
"TBX19",-0.000100032423913812,0,0,0.00184944136462952,0
"TBX2",0,0,0,7.28528598325562e-05,0
"TBX20",0,0,0,5.26930375918832e-06,0
"TBX21",0,0,0,2.75003410310347e-05,0
"TBX3",0,0,0,1.17577055714258e-05,0
"TBX4",0,0,0,2.13604366981173e-06,0
"TBX5",0,0,0,3.21757201321623e-06,0
"TBXT",0,0,0,2.29336136569716e-05,0
"TCF12",0,0,0,1.01014033003971e-05,0
"TCF21",0,0,0,3.04459342854123e-06,0
"TCF3",0,0,0,0.000870188878075893,0
"TCF4",0,0,0,4.12866536201564e-05,0
"TCF7",0,0,0,3.51109657688753e-06,0
"TCF7L1",0,0,0,3.62734886132734e-05,0
"TCF7L2",0,0,0,0.000188538262646475,0
"TCFL5",0,0,0,1.36966641033274e-05,0
"TEAD1",0.000818258931812809,0,0,0.0253747614664805,0.000728195733117517
"TEAD2",-0.00837444392584281,-0.0866276670082911,0,0.159931042104491,-0.00813129795975007
"TEAD3",-0.000121055610184951,0,0,0.0036455847587306,-0.000275425892629705
"TEAD4",0,0,0,0.00130236454754194,8.46464705186166e-05
"TEF",0,0,0,0.000203959057892973,0
"TFAP2A",0,0,0,0.000121503658107754,0
"TFAP2B",0,0,0,8.59958798352874e-06,0
"TFAP2C",-0.000132065100219941,0,0,0.00313350869842178,-0.000273798347810111
"TFAP2E",0,0,0,4.666261386288e-05,0
"TFAP4",0.0125666283696356,0,0.222802296803322,0.012650131315361,0.0115593325813789
"TFCP2",0,0,0,6.20688034969673e-06,0
"TFDP1",0,0,0,7.06901110355971e-06,0
"TFE3",0,0,0,9.67667294043553e-06,0
"TFEB",0,0,0,6.19097343511535e-05,0
"TFEC",0,0,0,2.49233014198826e-05,0
"TGIF1",0,0,0,2.37439634525608e-05,0
"TGIF2",0.00367335195921032,0,0.091493732074054,0.0440455156457473,0.0026232921369589
"TGIF2LX",0,0,0,9.35900090544799e-06,0
"TGIF2LY",0,0,0,2.00250753165503e-06,0
"THAP1",0,0,0,1.15488347931531e-05,0
"THRA",0,0,0,2.79625519484285e-05,0
"THRB",0,0,0,1.34963458519194e-05,0
"TLX2",0,0,0,1.68319452869332e-05,0
"TP53",0,0,0,3.87549208553322e-05,0
"TP63",0,0,0,1.23888946725874e-05,0
"TP73",-0.00411757451187752,-0.0889378641356324,0,0.0459657421615228,-0.00419491277176025
"TRPS1",-0.000231896738652043,0,0,0.00522973373269338,-0.000255850653261173
"TWIST1",0,0,0,7.09543993968091e-06,0
"UNCX",0,0,0,3.28547283420331e-06,0
"USF1",0,0,0,0.000620517768916146,0
"USF2",0,0,0,9.50731983527431e-05,0
"VAX1",0,0,0,6.23865771817402e-05,0
"VAX2",-9.61447458319676e-06,0,0,0.000535950532145763,0
"VENTX",0,0,0,2.55770929605785e-06,0
"VEZF1",0,0,0,7.96032077165797e-05,0
"VSX1",0,0,0,1.09597913065559e-05,0
