"","estimate","X2.5.","X97.5.","margpp","beta"
"HOXC4",0,0,0,0.000102285142415692,0
"HOXC8",0,0,0,0.000347716379156619,0
"HOXC9",0,0,0,4.03456646475981e-06,0
"HOXD10",0,0,0,4.28106939294784e-05,0
"HOXD11",0,0,0,2.37766621640691e-05,0
"HOXD12",0,0,0,4.25208639247849e-06,0
"HOXD3",0,0,0,7.12568064131103e-05,0
"HOXD4",0,0,0,7.57123466839128e-05,0
"HOXD8",0,0,0,1.00712548261493e-05,0
"HOXD9",0,0,0,5.49102826869997e-05,0
"HSF1",0,0,0,3.7605630291757e-05,0
"HSF2",0,0,0,1.38421026564884e-05,0
"HSF4",-0.123142148974429,-0.221549260093773,0,0.642017481986151,-0.122701079095737
"IKZF1",0,0,0,0.000102594081547729,0
"IKZF2",0,0,0,6.31541011670114e-06,0
"INSM1",5.25784087763325e-06,0,0,0.0002549087028926,0
"IRF2",0,0,0,7.34750925851568e-06,0
"IRF3",0,0,0,2.47824989438977e-05,0
"IRF4",0.0886558407575621,0,0.167062626683283,0.631231189723113,0.0890974321660466
"IRF5",-0.000501618253686099,0,0,0.00901256265572854,-0.00052887523897098
"IRF6",0,0,0,2.52856353610605e-05,0
"IRF7",-0.000183246104586214,0,0,0.00319829846545089,-7.18532826210636e-05
"IRF8",5.47290474217165e-06,0,0,0.000232425725053586,0
"IRF9",0,0,0,0.000100029710465479,0
"ISL2",0.000115075061559433,0,0,0.00684704046455854,0
"ISX",0,0,0,6.44445436444943e-06,0
"JDP2",0,0,0,4.87854604763435e-06,0
"JUN",0,0,0,1.830071080263e-05,0
"JUNB",0,0,0,0.000441213614099035,0
"JUND",0,0,0,0.000619658345513528,0
"KLF1",0,0,0,1.28866032252879e-05,0
"KLF10",0,0,0,4.18977081081279e-06,0
"KLF11",0,0,0,4.82638716340643e-06,0
"KLF12",0,0,0,7.26491478120984e-06,0
"KLF13",0,0,0,4.41351700167077e-05,0
"KLF14",0,0,0,8.18856585446037e-05,0
"KLF15",0,0,0,6.09548969141009e-05,0
"KLF16",0,0,0,0.00010042822258027,0
"KLF17",0,0,0,4.07641314049692e-06,0
"KLF2",0,0,0,6.35776638449822e-06,0
"KLF3",0,0,0,2.47865712016293e-05,0
"KLF4",0,0,0,0.000137388390392217,0
"KLF5",0,0,0,0.000192740955917893,0
"KLF6",0,0,0,2.36733731521309e-05,0
"KLF7",0,0,0,6.66160607016039e-05,0
"KLF9",0,0,0,0.000321899144089417,0
"LBX1",0,0,0,3.98981253584011e-05,0
"LBX2",0,0,0,2.95215121148624e-05,0
"LHX2",0,0,0,4.49156716959198e-06,0
"LHX5",0,0,0,3.21162532819042e-05,0
"LHX6",0,0,0,0.000219674084438616,0
"LHX9",0,0,0,7.80415212597092e-06,0
"LIN54",0,0,0,9.25471878386431e-06,0
"LMX1A",0,0,0,8.76580737931051e-06,0
"LMX1B",0,0,0,7.42272474859233e-06,0
"MAF",0,0,0,2.56351564879536e-05,0
"MAFA",0,0,0,1.28488781381513e-05,0
"MAFF",0,0,0,2.5994014806237e-05,0
"MAFK",0,0,0,3.84904233383797e-05,0
"MAX",-0.249038863154444,-0.356956798993739,0,0.902528685704516,-0.247020932073862
"MAZ",0,0,0,1.4472927144508e-05,0
"MEF2A",0,0,0,1.79703138610053e-05,0
"MEF2B",0,0,0,1.7785586532946e-05,0
"MEF2C",0,0,0,5.85973646544608e-06,0
"MEF2D",0.00022501051337553,0,0,0.00193489036980753,0
"MEIS1",0,0,0,0.00193253968843625,0
"MEIS2",0,0,0,2.35559236872129e-05,0
"MEIS3",0,0,0,0.000530650532740645,0
"MEOX1",-0.0603522838899218,-0.172315974106932,0,0.385010400562958,-0.0601810992359531
"MEOX2",0,0,0,4.31094745932574e-06,0
"MGA",0,0,0,2.55419837467831e-05,0
"MITF",0,0,0,7.56699298245168e-06,0
"MIXL1",0,0,0,1.0684768996678e-05,0
"MLX",0,0,0,1.92230182534016e-05,0
"MLXIPL",0,0,0,0.000396080215135078,0
"MNT",0,0,0,0.000127043354967598,0
"MNX1",0,0,0,2.90811369825757e-05,0
"MSANTD3",0,0,0,0.00120803176917015,0
"MSC",0,0,0,8.39916224788189e-05,0
"MSX1",-0.0273053286713675,-0.1321287723273,0,0.203624245706708,-0.0293490281557824
"MSX2",-0.0824902330041488,-0.139396274699904,0,0.831747923002206,-0.0808342397037138
"MTF1",-1.61522889459611e-05,0,0,0.000318886592019609,0
"MXI1",0.000555700317295012,0,0,0.0072226649892132,0.000696216210381482
"MYB",0,0,0,1.65205060780077e-05,0
"MYBL1",0,0,0,7.67847661649091e-06,0
"MYBL2",0,0,0,5.29372785537876e-05,0
"MYC",0.0331086349009048,0,0.120166519986407,0.312042612626022,0.0332199307639658
"MYCN",0,0,0,0.000207311002156656,0
"MYF5",0,0,0,6.84305303170768e-06,0
"MYF6",0,0,0,2.79212979604872e-06,0
"MYOD1",-2.86421981175261e-05,0,0,0.00158867441209937,0
"MYOG",-0.000184394596343385,0,0,0.00646663204608483,-0.000106505183150015
"MZF1",0,0,0,0.00172389746396048,0
"NEUROD1",0,0,0,6.3290451534664e-06,0
"NEUROG1",0,0,0,2.61317710559784e-06,0
"NEUROG2",0,0,0,8.47470469831922e-06,0
"NFATC3",0,0,0,5.35463124640463e-05,0
"NFATC4",0,0,0,1.09424355855165e-05,0
"NFE2",0,0,0,0.00130371476747361,0
"NFIA",0,0,0,4.82058608584996e-06,0
"NFIB",0,0,0,1.95233479835881e-05,0
"NFIC",0,0,0,3.02749214859673e-05,0
"NFIL3",0,0,0,5.69781273017196e-06,0
"NFIX",0,0,0,1.01220129305099e-05,0
"NFKB1",0,0,0,1.92081925922424e-05,0
"NFKB2",0,0,0,1.25897594637416e-05,0
"NFYA",0,0,0,5.6646228029716e-05,0
"NFYB",0,0,0,1.83102114722115e-05,0
"NFYC",0,0,0,3.15469978075399e-05,0
"NHLH1",0,0,0,5.81907547657337e-06,0
"NHLH2",0,0,0,4.69255029896996e-06,0
"NKX2-2",0,0,0,5.44617763520747e-06,0
"NKX2-3",0,0,0,2.73710083612049e-06,0
"NKX2-4",0,0,0,1.13415532343153e-05,0
"NKX2-5",0,0,0,1.00875140431837e-05,0
"NKX2-8",0,0,0,9.90563229860069e-06,0
"NKX6-1",0,0,0,3.20901147629267e-05,0
"NKX6-2",0,0,0,3.17347170135273e-06,0
"NKX6-3",0,0,0,1.91285990762949e-05,0
"NOTO",0,0,0,4.61425401040089e-06,0
"NR1D1",0,0,0,1.03595151834201e-05,0
"NR1D2",-0.000691630857776896,0,0,0.0159915754833825,-0.00063980344213289
"NR1I2",0,0,0,1.76918018511061e-05,0
"NR1I3",0,0,0,8.95961167129021e-05,0
"NR2C1",0.150349105728192,0,0.321273750092086,0.562702504025186,0.151527857188921
"NR2C2",0,0,0,4.49707972035971e-05,0
"NR2F1",0,0,0,4.23618047417552e-06,0
"NR2F2",0,0,0,6.57051904428326e-06,0
"NR2F6",0,0,0,0.000421638760592777,0
"NR3C1",0,0,0,1.37042309096058e-05,0
"NR3C2",0,0,0,4.02129563740085e-05,0
"NR4A1",0,0,0,3.12708536240442e-05,0
"NR4A2",0,0,0,0.000538276994843152,0
"NR5A1",0,0,0,1.55465322359056e-05,0
"NR6A1",0.00015719791922746,0,0,0.005987182629555,0.000140283105208066
"NRL",0,0,0,1.23126816479102e-05,0
